symbol,exchange,reason
MFLINDIA.BO,BSE,not_found_on_yahoo
CARGOSOL.BO,BSE,not_found_on_yahoo
IBRIGST.BO,BSE,not_found_on_yahoo
7NR.BO,BSE,not_found_on_yahoo
EASTRED.BO,BSE,not_found_on_yahoo
UNIINFO.NS,NSE,not_found_on_yahoo
TRANSWIND.NS,NSE,not_found_on_yahoo
MKTCREAT.BO,BSE,not_found_on_yahoo
KBSINDIA.BO,BSE,not_found_on_yahoo
AMIABLE.NS,NSE,not_found_on_yahoo
UNIVAFOODS.NS,NSE,not_found_on_yahoo
SOUTHERNIN.BO,BSE,not_found_on_yahoo
SHYAMTEL.NS,NSE,not_found_on_yahoo
EON.NS,NSE,not_found_on_yahoo
SHYAMTEL.BO,BSE,not_found_on_yahoo
INDLEASE.BO,BSE,not_found_on_yahoo
EDUCOMP.NS,NSE,not_found_on_yahoo
EDUCOMP.BO,BSE,not_found_on_yahoo
RLF.BO,BSE,not_found_on_yahoo
NEWTRAC.BO,BSE,not_found_on_yahoo
SHAHFOOD.BO,BSE,not_found_on_yahoo
LIMECHM.BO,BSE,not_found_on_yahoo
HBEL.BO,BSE,not_found_on_yahoo
BFLAFL.BO,BSE,not_found_on_yahoo
ISFL.BO,BSE,not_found_on_yahoo
SRUSTEELS.BO,BSE,not_found_on_yahoo
FIRSTFIN.BO,BSE,not_found_on_yahoo
DQE.NS,NSE,not_found_on_yahoo
INCON.BO,BSE,not_found_on_yahoo
IDM.BO,BSE,not_found_on_yahoo
SSWRL.BO,BSE,not_found_on_yahoo
KOBO.BO,BSE,not_found_on_yahoo
WWALUM.BO,BSE,not_found_on_yahoo
MUKTA.BO,BSE,not_found_on_yahoo
GAGAN.BO,BSE,not_found_on_yahoo
GOLCA.BO,BSE,not_found_on_yahoo
SUNRETAIL.BO,BSE,not_found_on_yahoo
CANDC.NS,NSE,not_found_on_yahoo
SILVERPRL.BO,BSE,not_found_on_yahoo
SCBL.BO,BSE,not_found_on_yahoo
JOINTECAED.BO,BSE,not_found_on_yahoo
CHDCHEM.BO,BSE,not_found_on_yahoo
SGNTE.BO,BSE,not_found_on_yahoo
ATHCON.BO,BSE,not_found_on_yahoo
CKFSL.NS,NSE,not_found_on_yahoo
CHCL.BO,BSE,not_found_on_yahoo
INRADIA.BO,BSE,not_found_on_yahoo
ZSOUTGAS.BO,BSE,not_found_on_yahoo
IWEL.NS,NSE,not_found_on_yahoo
OPAL.NS,NSE,not_found_on_yahoo
TATASTLBSL.NS,NSE,not_found_on_yahoo
KAVVERITEL.NS,NSE,not_found_on_yahoo
IBREALEST.NS,NSE,not_found_on_yahoo
ABCGAS.BO,BSE,not_found_on_yahoo
PINCON.NS,NSE,not_found_on_yahoo
NBVENTURES.NS,NSE,not_found_on_yahoo
PSL.NS,NSE,not_found_on_yahoo
SHREYAS.BO,BSE,not_found_on_yahoo
TVOLCON.BO,BSE,not_found_on_yahoo
YAARI.NS,NSE,not_found_on_yahoo
PRAXIS-RE.NS,NSE,not_found_on_yahoo
AUTOLITIND.NS,NSE,not_found_on_yahoo
BNHOLDINGS.BO,BSE,not_found_on_yahoo
AREM,NSE,not_found_on_yahoo
TTKHEALTH.BO,BSE,not_found_on_yahoo
HIL.BO,BSE,not_found_on_yahoo
BPTEX.BO,BSE,not_found_on_yahoo
MAXINDIA.BO,BSE,not_found_on_yahoo
SURANATP.BO,BSE,not_found_on_yahoo
